appid,release_year,Priece,user_score,meta_score
1284550,2020,$0.79,,
1284630,2020,$0.99,,
1284660,2020,$34.99,,
1284740,2020,$1.49,,
1284820,2020,$2,86%,
1284850,2020,$1.74,,
1284870,2021,$1.39,,
1284950,2020,$1.99,93%,
1284950,2020,$1.99,93%,
1285000,2020,$0.49,77%,
1285010,2020,$1.99,,
1285020,2020,$2.39,95%,
1285040,2021,$9.99,88%,
1285040,2021,$9.99,88%,
1285070,2020,$1.59,,
1285080,2020,$2.99,90%,
1285130,2020,$2.99,,
1285160,2020,$4.99,97%,
1285180,2020,$19.99,,
1285210,2020,,65%,
1285230,2021,$6.69,92%,
1285310,2020,$9.99,,
1285350,2020,$0.79,,
1285390,2020,$9.99,,
1285490,2020,$2.99,,
1285500,2020,,,
1285510,2020,$2.99,89%,
1285510,2020,$2.99,89%,
1285530,2020,$0.99,,
1285540,2020,$3.99,,
1285600,2020,,,
1285610,2020,$4.99,,
1285620,2020,$1.09,,
1285660,2020,$5.99,,
1285670,2020,$2,97%,
1285700,2020,$9.99,,
1285740,2020,$0.99,,
1285750,2020,,,
1285800,2020,,,
1285820,,$0.49,,
1285930,2020,$15.99,,
1285940,2020,$0.99,,
1285960,2022,$0.79,,
1286010,2020,$3.49,95%,
1286140,2020,,91%,
1286150,2020,$9.99,,
1286160,2020,$0.75,,
1286170,2020,,,
1286210,2020,$3.34,,
1286280,2021,$12.59,95%,
1286330,2020,$4.24,98%,
1286340,2020,$1.49,80%,
1286350,2020,$19.99,91%,
1286360,2020,$1.99,,
1286470,2020,$0.49,,
1286490,2020,$14.99,,
1286530,2020,,86%,
1286560,2020,$0.59,,
1286590,2021,$24.99,,
1286640,2020,$5.99,,
1286650,2020,,,
1286680,2022,$59.99,76%,
1286710,2020,$9.89,97%,
1286730,2020,,89%,
1286770,2021,$5.24,,
1286810,2010,,,
1286830,2011,,90%,85%
1286870,2020,$4.99,,
1286880,2021,$14.99,72%,
1286930,2020,$5.99,,
1286950,2020,$1.99,,
1286980,2020,$4.99,,
1287000,2020,$13.99,72%,
1287000,2020,$13.99,72%,
1287030,2021,$23.99,61%,
1287090,2021,$7.99,,
1287100,2020,,,
1287140,2022,$14.99,61%,
1287150,2020,,,
1287180,2020,$0.99,,
1287220,2021,$3.99,,
1287240,2021,$14.99,,
1287250,2020,$1.99,57%,
1287260,2020,,91%,
1287310,2020,$0.99,94%,
1287450,2020,$0.99,,
1287530,2021,$15.99,85%,
1287590,2020,$4.99,78%,
1287710,2020,$0.49,,
1287750,2020,$8.49,,
1287790,2020,$0.99,,
1287800,2020,,97%,
1287810,2020,$1.24,,
1287830,2020,$2.39,,
1287840,2021,$8.99,77%,
1287860,2020,$2.99,,
1287860,2020,$2.99,,
1287880,2020,$1.99,,
1287920,2021,$18.99,63%,
1287940,2021,,,
1287970,2020,$0.99,,
1287980,2021,,,
1288020,2022,$3.99,,
1288030,2018,,,
1288040,2021,$2.49,,
1288090,2020,$0.99,,
1288110,2021,$2.45,,
1288130,,$5.99,,
1288170,2020,,96%,
1288300,2020,$2.99,,
1288310,2021,$9.99,98%,
1288330,2020,$0.99,,
1288370,2020,$0.99,,
1288380,2020,$3.19,,
1288420,2021,$9.74,96%,
1288430,2021,$4.99,81%,
1288430,2021,$4.99,81%,
1288550,2020,$1.99,,
1288600,2020,$0.99,,
1288610,2022,$8.99,71%,
1288630,2020,,,
1288650,2021,$7.99,,
1288670,,$8.99,,
1288760,2020,$10.49,87%,
1288790,2020,$9.99,62%,
1288930,2020,,93%,
1288940,2020,$9.99,,
1288960,2020,$7.99,,
1289010,2020,,,
1289060,2017,$9.99,,
1289120,2020,$1.79,,
1289170,2020,$9.99,,
1289240,2020,$3.99,,
1289260,2020,$99.99,,
1289310,2020,,97%,
1289330,2020,$0.5,,
1289340,2021,$7.99,86%,
1289380,2021,$9.99,51%,
1289470,2021,$9.59,,
1289480,2020,$3.74,,
1289500,2020,,,
1289520,2022,$69.99,,
1289550,2021,$0.99,,
1289610,2020,$0.99,,
1289640,2020,$1.59,96%,
1289770,,$9.99,,
1289780,2020,$0.49,,
1289800,2020,,86%,
1289810,,$19.99,95%,
1289830,2021,$0.49,,
1289850,2020,$0.99,,
1289890,2020,$199.99,,
1289990,2022,$11.99,85%,
1290000,2021,$19.99,97%,
1290040,2020,$1.79,,
1290070,2020,$0.49,78%,
1290100,,$5.99,,
1290110,2020,$1.49,,
1290170,,$4.99,83%,
1290200,2020,$0.49,,
1290220,2020,$8.99,100%,
1290270,2020,$7.99,90%,
1290350,2021,$8.99,75%,
1290390,2020,$2.49,,
1290460,2020,$2.99,,
1290480,2020,$2.99,,
1290510,2020,,,
1290620,2020,$4.99,,
1290670,2020,$5.99,,
1290680,2020,$7.99,,
1290710,2020,$1.04,87%,
1290770,2020,$1.59,,
1290780,2021,$11.99,,
1290790,2020,$1.49,,
1290830,2020,$0.99,,
1290850,2020,$0.89,,
1291010,2022,$6.79,88%,
1291020,2020,$0.49,,
1291050,2020,$3.99,,
1291100,2020,,,
1291110,2020,$4.99,,
1291140,2020,$24.99,,
1291170,2020,$10.04,78%,
1291220,2021,$2.99,,
1291230,2021,$2.49,,
1291240,2020,,89%,
1291240,2020,,89%,
1291250,2020,$7.99,,
1291280,2020,$0.99,,
1291330,2020,$3.99,84%,
1291340,,$4.19,96%,
1291370,2020,$0.99,100%,
1291470,2020,$6.99,,
1291500,2020,,91%,
1291530,2020,,91%,
1291610,2020,$14.99,,
1291640,2020,$5.59,,
1291660,2021,$15.99,,
1291680,2020,,,
1291720,2020,$9.99,,
1291740,2020,$0.49,,
1291790,2020,$5.99,96%,
1291830,2020,$3.74,,
1291970,2020,$11.99,,
1291990,2020,$0.99,,
1292010,2020,$1.49,90%,
1292020,,$8.99,98%,
1292040,2022,$19.99,86%,
1292050,2020,$0.49,,
1292070,2020,$2.24,,
1292100,2020,$4.99,,
1292140,2020,$4.99,,
1292170,1997,$4.54,76%,
1292180,1998,$4.54,74%,
1292220,2020,,,
1292240,2020,$2.49,,
1292250,2020,$0.59,,
1292410,2021,$3.59,,
1292560,2020,$2.47,,
1292630,2020,,60%,
1292700,2020,$1.99,57%,
1292720,2020,$5.99,,
1292750,2020,$0.59,73%,
1292770,2020,$18.74,89%,
1292860,2021,$0.49,,
1292880,2020,$0.79,,
1292910,2020,,69%,
1292920,2020,$0.49,,
1292940,2020,$2.49,98%,
1292960,2020,,,
1292980,2020,$1.49,,
1293000,2020,$14.99,,
1293040,2020,,90%,
1293120,2020,$7.99,70%,
1293120,2020,$7.99,70%,
1293160,2021,$49.99,88%,
1293180,2021,$13.99,97%,
1293190,2020,$0.99,,
1293230,2020,$0.49,92%,
1293370,2020,$0.99,,
1293400,2020,$0.49,,
1293430,2020,$0.99,,
1293430,2020,$0.99,,
1293510,2021,$7.19,,
1293530,2021,$11.99,,
1293540,2022,$10.49,71%,
1293610,2021,$8.99,,
1293650,2020,,89%,
1293820,2020,$17.99,96%,
1293830,2021,$19.79,88%,
1293850,2020,$0.99,,
1293860,2020,,95%,
1293880,2020,,,
1293940,2020,$1.99,,
1293950,2020,,,
1293970,2020,,,
1293980,2020,$2.99,,
1293990,2020,$0.49,,
1294000,2020,$2.59,,
1294020,2020,$0.99,,
1294040,2020,$2.04,,
1294060,2021,$5.24,99%,
1294120,2020,$0.99,,
1294160,,$0.99,,
1294170,2020,$5.99,,
1294220,2020,,87%,
1294230,2020,$6.99,90%,
1294280,2020,$0.51,,
1294300,2020,,82%,
1294310,2020,$4.99,,
1294340,2021,$7.19,,
1294360,2020,,,
1294380,2021,$8.24,,
1294630,2020,,,
1294650,2021,$1.74,84%,
1294680,2020,$14.99,,
1294760,2020,$15.99,85%,
1294780,2021,$1.79,,
1294920,2020,$2.99,,
1294970,2020,$20.99,,
1295030,2020,,,
1295210,2020,$19.99,,
1295230,2020,$4.99,56%,
1295250,2020,,,
1295270,2021,$17.49,92%,
1295390,2021,$0.89,89%,
1295420,2020,$8.99,,
1295440,2020,$1.89,,
1295490,2020,,,
1295500,2021,$25.99,90%,
1295510,2020,$25.99,94%,
1295570,2020,,,
1295670,2020,,,
1295700,2022,$2.49,,
1295740,2020,$6.99,,
1295750,2020,,,
1295790,2021,$4.99,84%,
1295790,2021,$4.99,84%,
1295860,2020,$5.84,,
1295900,2022,$26.24,73%,
1295910,2021,$9.99,,
1295990,,$4.99,,
1296010,2020,,,
1296180,2020,$0.49,,
1296190,2020,$2.99,,
1296200,2020,$7.99,,
1296260,2020,$2.99,80%,
1296280,2020,,63%,
1296290,2020,$24.99,61%,
1296360,2021,$11.24,89%,
1296370,2020,$14.99,,
1296410,2020,$3.99,,
1296430,2020,$7.69,,
1296480,2020,$3.99,,
1296510,2020,$4.68,84%,
1296540,2022,$14.99,97%,
1296550,2021,$0.99,,
1296560,2020,,84%,
1296580,,$0.5,,
1296610,2022,$19.99,78%,
1296650,2020,$6.99,,
1296700,2020,$4.19,,
1296720,2020,,,
1296810,2020,$6.99,,
1296810,2020,$6.99,,
1296830,2022,$14.39,90%,
1296840,2020,$3.49,94%,
1296880,2020,$0.51,,
1296970,2021,$15.99,88%,
1296970,2021,$15.99,88%,
1296980,2021,$3.89,92%,
1297010,2020,$10.49,,
1297090,2021,$6.99,,
1297160,2020,$2.99,96%,
1297160,2020,$2.99,96%,
1297180,2020,$0.99,,
1297200,2020,,,
1297210,2022,$11.99,98%,
1297230,2020,$1.24,,
1297300,2021,$3.59,75%,
1297320,2020,,,
1297330,2021,$7.49,92%,77%
1297370,2020,,,
1297390,2020,$2.24,73%,
1297430,2022,$19.79,,
1297470,2020,$4.99,,
1297480,2020,,,
1297530,2020,$4.99,,
1297540,2021,$14.99,,
1297550,2021,$4.54,,
1297560,1993,$4.19,,
1297650,2020,$2.99,,
1297660,2020,,,
1297720,2020,,94%,
1297790,,$17.99,92%,
1297800,2021,$0.74,,
1297890,2020,$1.94,,
1298000,2020,$0.99,,
1298010,2022,$10.49,71%,
1298020,2020,,,
1298040,2020,$20.24,,
1298050,2020,$5.99,,
1298080,2021,$5.99,88%,
1298100,2020,$0.49,,
1298130,2021,$0.99,,
1298140,2022,$29.99,88%,
1298140,2022,$29.99,88%,
1298180,2020,$0.55,,
1298310,2021,$1.49,,
1298320,2020,$0.99,,
1298340,2020,$0.99,,
1298360,2020,$4.99,,
1298380,2021,$3.99,,
1298500,2020,$2.09,,
1298510,2020,$0.99,,
1298520,,$13.99,,
1298530,2020,$1.39,85%,
1298530,2020,$1.39,85%,
1298600,2020,$1.69,,
1298640,2020,$6.99,,
1298670,2020,$14.99,,
1298690,2020,$6.99,,
1298700,2020,$0.99,,
1298740,2020,,,
1298820,2020,$4.79,75%,
1298880,2020,$9.99,,
1299000,2022,$6.74,,
1299010,2020,$5.99,,
1299120,2020,$0.59,95%,
1299150,2020,$0.99,,
1299220,2020,,,
1299260,,$0.99,,
1299330,2021,$31.99,,
1299360,2021,$19.99,85%,
1299400,2020,$3.99,92%,
1299480,2021,$3.99,61%,
1299580,2020,,70%,
1299620,,$13.29,83%,
1299660,2020,$0.99,,
1299710,2020,$4.54,,
1299720,1990,$4.19,,
1299730,2020,$6.99,,
1299750,2020,$0.69,,
1299790,2021,$10.26,94%,
1299820,2020,,,
1299820,2020,,,
1299900,2020,,94%,
1299930,2021,$12.79,,
1299980,2020,$3.99,,
1299990,2020,,86%,
1300000,2020,$4.99,,
1300050,2020,,,
1300060,2020,$0.79,,
1300100,2021,$4.94,94%,
1300100,2021,$4.94,94%,
1300110,2020,$2.99,,
1300160,2020,$0.99,65%,
1300180,2020,$4.99,,
1300190,2020,$1.64,,
1300200,2020,$2.99,,
1300310,2020,$4.19,,
1300330,2021,,,
1300360,2020,,91%,
1300390,,$2.99,,
1300430,2020,$8.99,65%,
1300430,2020,$8.99,65%,
1300490,2020,$9.99,,
1300560,2020,,,
1300570,2020,$3.99,,
1300580,2020,$17.99,,
1300590,2020,$14.99,,
1300600,2021,$5.99,97%,87%
1300610,2021,$7.99,,
1300630,2020,,,
1300650,2021,$9.99,,
1300680,2020,,62%,
1300700,,$7.99,72%,
1300790,2020,$2.99,,
1300860,2021,$4.39,,
1300890,2020,$1.99,,
1300940,2020,,,
1300950,2020,$0.74,,
1301000,2022,$5.99,,
1301100,2020,$3.99,,
1301210,2021,,86%,80%
1301220,2020,,95%,
1301220,2020,,95%,
1301230,2021,$6.49,,
1301230,2021,$6.49,,
1301250,2020,$1.99,,
1301260,2020,$0.99,,
1301310,2020,$6.99,,
1301370,2020,$2.99,,
1301380,2020,$1.99,,
1301390,,$15.99,79%,
1301410,2021,$10.49,,
1301430,2022,$16.99,,
1301470,2020,$3.29,,
1301560,2020,$9.99,,
1301580,2020,$1.79,,
1301590,2021,$4.99,51%,
1301620,2020,$1.94,96%,
1301650,2020,$9.99,,
1301720,2020,,89%,
1301730,,$7.99,,
1301830,2020,$0.74,,
1301930,2021,$4.99,80%,
1301950,2021,$7.34,91%,79%
1301990,2020,,69%,
1302000,2020,$1.99,,
1302090,2020,$0.79,,
1302110,2020,,84%,
1302160,,$14.99,,
1302200,2020,$8.99,,
1302240,2020,$7.99,87%,
1302270,2020,$4.68,,
1302290,2021,$0.59,,
1302290,2021,$0.59,,
1302400,2020,$3.99,,
1302430,2020,$0.99,,
1302440,2020,$1.69,,
1302470,2020,$1.99,,
1302480,2021,$9.99,,
1302510,2020,$2.49,,
1302570,2021,$7.49,89%,
1302590,2020,$5.59,75%,
1302700,2020,$4.99,,
1302730,2020,,,
1302750,2020,$9.99,49%,
1302750,2020,$9.99,49%,
1302780,2020,$2.49,85%,
1302800,2020,$1.79,93%,
1302800,2020,$1.79,93%,
1302840,2020,$9.99,,
1302840,2020,$9.99,,
1302860,2020,$4.99,89%,
1302930,2020,$9.99,66%,
1302990,2020,$9.99,98%,
1303000,2020,$0.54,,
1303010,2022,$14.99,,
1303050,2022,$13.99,,
1303160,2020,,,
1303170,2020,$13.99,,
1303210,2020,$0.99,,
1303260,2020,$0.99,,
1303270,2020,$3.99,,
1303280,2020,$0.99,,
1303350,2020,,,
1303370,2020,,,
1303420,2020,$3.89,,
1303440,2020,,75%,
1303480,2021,$9.99,,
1303590,2021,,,
1303630,2020,$4.99,,
1303640,2020,$4.99,,
1303660,2020,$1.39,81%,
1303740,2020,$0.49,77%,
1303790,2020,$6.99,,
1303820,2020,$1.79,,
1303870,2021,$4.99,,
1303930,,$4.2,,
1303950,2021,$13.39,96%,
1303990,2020,$1.49,87%,
1304070,2020,,,
1304090,,$16.99,70%,
1304100,2020,$0.49,,
1304120,2020,$0.99,,
1304130,2020,$16.99,84%,
1304220,2020,$0.69,,
1304300,2019,$2.09,,
1304310,2020,$1.19,,
1304320,2020,$1.99,,
1304340,2021,$9.99,63%,
1304350,2021,$15.29,,
1304360,2020,$0.99,,
1304390,2020,,87%,
1304390,2020,,87%,
1304400,2021,$11.99,92%,
1304450,2020,,85%,
1304520,2020,$5,,
1304550,2020,$4.99,95%,
1304640,2020,$2.99,90%,
1304660,2020,,70%,
1304680,2021,$9.74,97%,
1304690,2021,$14.99,,
1304770,2021,$7.49,94%,
1304780,2021,$6.49,71%,
1304790,2020,$3.99,,
1304800,2020,$4.19,,
1304870,2020,$4.99,,
1304910,2020,$2.69,,
1305000,2020,,,
1305050,2020,,82%,
1305060,2020,$3.99,,
1305130,2021,$6.99,,
1305190,2021,$4.79,,
1305220,2020,,,
1305250,2022,$3.74,,
1305310,,$15.99,90%,
1305320,2020,$7.14,,
1305350,2021,$1.09,,
1305370,2020,$3.99,,
1305380,2020,$0.49,,
1305420,2020,$4.99,89%,
1305440,2020,$9.99,,
1305490,2020,,,
1305500,2013,,,
1305570,2020,$1.99,,
1305590,2020,$2.49,,
1305610,2020,,,
1305660,2020,$4.99,,
1305690,2020,,,
1305720,2020,,88%,
1305730,2020,,96%,
1305940,2021,$3.49,,
1305960,2020,$6.99,,
1305970,2020,$5.99,,
1306020,2020,$0.99,,
1306100,2020,,65%,
1306110,2020,$2.24,,
1306160,2020,$0.99,,
1306180,2000,,93%,
1306210,2020,$0.99,,
1306240,2020,$8.99,,
1306570,2022,,85%,
1306580,2020,,80%,
1306620,2020,$2.39,85%,
1306630,2021,$13.99,90%,
1306720,2021,$19.99,89%,77%
1306750,2020,$5.59,96%,
1306760,2020,$9.99,,
1306790,2020,$0.51,84%,
1306840,2020,,,
1306860,2020,$9.99,,
1306900,2020,$0.99,,
1306910,2021,$10.99,,
1306990,2020,,,
1307070,2020,$1.49,,
1307090,2020,$0.49,79%,
1307220,2020,$9.99,,
1307240,2020,$0.99,,
1307250,2020,$0.49,,
1307270,2021,,,
1307310,2020,$3.99,,
1307370,2021,$3.99,64%,
1307380,2020,$2.99,,
1307390,2020,,,
1307460,2020,$0.54,,
1307480,2020,$0.99,,
1307490,2020,,,
1307550,,$16.24,80%,
1307580,2021,$11.99,98%,79%
1307640,2020,$1.03,,
1307710,2022,$26.99,70%,
1307710,2022,$26.99,70%,
1307730,2020,$6.99,,
1307760,,$0.49,,
1307780,2020,,69%,
1307810,2020,$4.99,,
1307850,2020,$0.49,,
1307860,2020,$3.49,,
1307870,2020,$4.99,94%,
1307890,2020,$19.99,90%,
1307900,2020,$4.99,,
1308040,2020,$2.99,,
1308060,2020,$1.99,,
1308140,2020,$2.99,,
1308150,2021,$7.99,,
1308220,2021,$4.99,,
1308240,2020,$8.99,,
1308250,2020,$3.99,,
1308270,2020,$4.99,,
1308280,2020,,,
1308350,2020,$0.59,,
1308410,2020,$0.99,,
1308470,2020,,,
1308500,,$7.59,68%,
1308500,,$7.59,68%,
1308510,2020,$2.09,,
1308550,2020,,,
1308560,,$0.75,,
1308570,2020,$3.99,,
1308650,2020,,,
1308660,2020,$19.99,,
1308700,2021,$26.99,87%,
1308760,2020,$8.99,,
1308770,2020,$4.99,,
1308780,2020,$0.49,,
1308790,2020,$0.99,,
1308800,2020,$0.99,,
1308840,2018,,88%,
1308870,2020,,,
1308880,2021,$5.09,64%,
1308920,2020,$4.99,,
1308950,2020,$2.99,19%,
1309130,2020,$1.99,95%,
1309140,2020,,,
1309170,2020,$0.99,,
1309200,2020,$0.99,93%,
1309290,2020,$19.99,,
1309350,2020,$9.99,,
1309430,2020,$1.1,,
1309440,2020,$1.19,,
1309490,2021,$7.99,69%,
1309490,2021,$7.99,69%,
1309500,2020,,,
1309550,2020,,,
1309610,,$19.99,83%,
1309700,2020,$0.99,,
1309820,2021,$2.39,74%,
1309830,2020,,57%,
1309850,2020,$0.69,,
1309860,2020,$3.74,77%,
1309870,2020,,78%,
1309890,2020,$2.99,,
1309910,2020,$6.99,,
1310080,2020,,,
1310120,2020,$7.99,,
1310210,2020,$1.24,79%,
1310230,2020,$0.49,,
1310270,2020,,,
1310350,2020,,,
1310470,2020,$0.99,,
1310480,2020,$0.99,,
1310510,2020,$3.99,88%,
1310520,2020,,79%,
1310590,2020,,73%,
1310620,2020,$1.99,,
1310650,2020,$1.79,,
1310690,2020,$1.49,,
1310770,2020,$5.99,,
1310790,2020,,,
1310840,2020,$9.99,,
1310860,2020,$5.49,,
1310950,2020,$0.49,,
1310970,2021,$0.49,80%,
1310990,2021,$24.59,96%,
1311070,2021,$9.99,80%,
1311140,2020,,,
1311150,2020,$4.99,,
1311210,2020,$1.24,,
1311220,,$0.59,,
1311250,2020,,90%,
1311320,2020,,,
1311330,2020,$2.19,50%,
1311400,,$4.99,,
1311440,2020,$3.99,,
1311460,2020,$0.99,,
1311540,2020,$3.24,84%,
1311570,2021,$11.99,,
1311610,2020,$2.99,,
1311640,2020,,93%,
1311640,2020,,93%,
1311650,2020,$1.99,,
1311660,2020,,94%,
1311670,2020,$2.99,,
1311690,2020,,,
1311700,2020,$2.39,68%,
1311700,2020,$2.39,68%,
1311740,2020,$6.99,,
1311770,2021,$5.94,,
1311830,2020,$0.99,,
1311930,2020,$0.49,,
1311960,2020,$1.99,,
1311990,2020,$0.99,,
1312000,2020,$0.99,,
1312050,2020,,,
1312150,2021,,45%,
1312160,2020,$0.65,,
1312190,2020,,,
1312240,2020,$5.99,,
1312250,2020,$1.99,,
1312420,2022,$4.99,,
1312470,2020,$0.99,,
1312510,2020,$3.99,,
1312540,2018,,,
1312570,2020,,,
1312740,2020,$9.99,,
1312760,2020,$1.79,,
1312960,2021,$9.99,82%,
1312960,2021,$9.99,82%,
1313090,2020,,46%,
1313120,2020,$0.99,,
1313150,2020,$3.99,,
1313200,2020,$0.99,,
1313330,2020,$0.99,,
1313340,2021,$5.09,,
1313350,2020,$4.99,,
1313360,2020,$0.99,,
1313400,2020,$1.99,,
1313490,2020,$3.49,,
1313530,2020,$2.49,71%,
1313560,2020,,,
1313580,2021,,63%,
1313640,2020,$0.99,,
1313860,2020,,76%,
1313870,2020,$5.99,,
1313880,2020,,,
1313940,2020,$7.49,95%,
1313970,2021,$2.99,,
1314000,2022,$15.99,69%,
1314010,2020,$0.99,,
1314090,2020,$18.99,,
1314140,2020,$20.99,80%,
1314160,2020,,73%,
1314170,2021,$5.99,,
1314300,2020,$4.99,87%,
1314460,2020,,93%,
1314480,2020,,85%,
1314500,2020,$3.19,,
1314540,2020,$0.49,,
1314600,2020,$1.99,,
1314620,2020,$2.99,,
1314680,2020,$1.49,,
1314730,2020,$0.49,,
1314770,2022,$12.99,,
1314820,2020,$39.99,83%,
1314840,2020,,,
1314880,2020,,,
1314930,2020,$2.49,,
1315040,2020,$4.49,,
1315070,2020,,79%,
1315100,2020,,,
1315160,2021,$1.99,89%,
1315200,2020,$9.99,77%,
1315210,2022,$10.49,82%,
1315220,2021,$14.99,,
1315250,2020,$0.49,,
1315270,2020,$1.19,94%,
1315370,2020,$0.99,,
1315390,2020,,,
1315410,2022,$9.99,,
1315610,,$15.99,83%,
1315620,2020,$1.04,,
1315640,2021,,,
1315660,2022,$2.99,,
1315670,2020,,,
1315710,2020,$3.99,,
1315810,2020,$5.99,,
1315890,2020,$3.34,,
1315900,2020,$0.99,,
1315910,1988,$2.99,,
1315920,1987,$4.19,,
1315980,,$15.99,89%,
1316000,2019,$4.99,,
1316050,2020,$3.99,,
1316060,2020,$4.99,,
1316130,2020,$4.99,,
1316160,2021,$7.19,82%,
1316200,2020,$4.99,,
1316230,2021,$11.19,86%,
1316280,2020,,,
1316290,2020,$2.99,,
1316310,2020,$3.99,,
1316390,2020,$4.49,96%,
1316520,2020,,,
1316530,2021,$0.99,,
1316560,2021,$1.99,77%,
1316570,2020,,,
1316610,2020,,,
1316640,2020,,79%,
1316700,2020,$4.99,92%,
1316740,2020,$4.99,89%,
1316770,2020,$10.99,,
1316830,2020,$0.53,,
1316870,2021,,44%,
1316910,2021,$17.99,88%,
1316950,2020,,,
1317070,2020,$2.99,,
1317120,2020,$0.49,,
1317310,2020,$2.09,,
1317800,2009,$4.99,,
1317850,2020,$0.99,,
1317950,2021,,87%,
1318000,2020,$3.99,,
1318030,2020,$19.99,,
1318090,2020,$24.99,93%,
1318110,2020,$4.99,,
1318170,2020,$69.99,,
1318210,2020,,,
1318240,2021,$13.49,,
1318420,2020,,87%,
1318520,2020,,,
1318530,2020,$15.99,,
1318550,2021,$4.99,,
1318560,,$1.99,80%,
1318690,2020,$9.99,97%,
1318730,2020,$0.49,,
1318750,2002,$9.99,,
1318790,2020,,97%,
1318800,2020,$4.99,98%,
1318840,2020,$3.99,,
1318870,2020,$1.99,,
1318940,2020,,82%,
1318980,2020,,96%,
1319060,2021,$4.99,,
1319100,2020,$9.99,,
1319210,2020,$1.99,,
1319220,,$1.99,,
1319260,2020,$1.87,,
1319270,2020,$5.59,,
1319290,2020,$0.59,,
1319320,2021,$4.79,,
1319420,2021,$8.99,88%,
1319430,2020,,,
1319430,2020,,,
1319550,2021,$9.74,86%,
1319570,2021,$4.99,,
1319690,2020,$19.99,,
1319720,2018,,,
1319790,2021,$5.99,,
1319880,2020,$2.99,,
1320030,2020,,,
1320100,2021,$9.99,83%,
1320230,2021,$3.99,,
1320240,2020,$4.99,,
1320400,2020,$2.99,,
1320440,2022,$2.99,,
1320470,2020,,,
1320490,2022,$11.24,97%,
1320500,2020,$5.99,,
1320510,2020,$5.99,,
1320520,2007,$5.99,,
1320550,2020,,78%,
1320710,2020,,,
1320830,2020,$0.99,,
1320940,2020,$9.99,,
1320950,2020,$0.99,83%,
1320990,2020,$1.99,,
1321010,2020,$4.89,,
1321070,2020,$15.99,77%,
1321080,2020,$0.99,,
1321110,2020,$1.99,,
1321120,2020,$1.59,98%,
1321220,2021,$1.99,,
1321230,2020,$5.59,90%,
1321270,2020,$5.99,90%,
1321350,2020,$1.79,,
1321400,2020,$0.49,,
1321450,2022,$17.99,78%,
1321590,2020,$4.99,,
1321760,2020,$3.99,,
1321840,2020,,,
1321890,2021,$9.99,,
1322010,2020,$19.99,,
1322080,2020,$4.99,,
1322090,2020,$8.99,,
1322170,2020,$0.49,93%,
1322180,2020,$0.49,,
1322260,2020,$2.79,,
1322270,2020,$0.49,,
1322290,2020,$7.99,92%,
1322300,2021,$8.49,69%,
1322370,2021,$6.99,,
1322520,2020,$0.54,,
1322550,2020,$13.99,,
1322600,2020,$0.99,,
1322650,2020,$1.74,88%,
1322740,2020,,,
1323000,2020,$1.49,98%,
1323190,2020,,,
1323220,2021,$5.99,,
1323350,2020,$5.19,,
1323410,2020,,90%,
1323470,,$18.74,77%,
1323480,2019,,,
1323580,2020,,,
1323770,2020,$1.99,,
1323860,2020,$5.99,,
1323870,2020,$0.99,,
1323900,,$7.97,72%,
1323910,2020,$1.99,,
1323950,2020,$0.54,,
1324010,2020,$3.99,,
1324030,2020,$0.49,94%,
1324040,2020,$1.99,,
1324070,2020,,88%,
1324270,,$13.99,75%,
1324320,2020,$9.99,,
1324410,2022,$11.99,,
1324420,2020,$3.95,,
1324560,2020,,,
1324630,2021,$4.99,,
1324710,2021,$14.99,,
1324730,2020,$3.49,,
1324780,2022,$5.99,87%,
1324830,2020,$8.24,75%,
1324860,2020,,,
1324870,2020,$3.89,,
1325000,2020,$17.99,,
1325030,2020,$4.99,,
1325080,2022,$4.79,,
1325200,2021,$49.99,88%,86%
1325220,2020,$4.99,,
1325270,,$3.74,80%,
1325290,2020,,87%,
1325310,2021,$8.49,77%,
1325340,2020,$0.99,,
1325380,,$1.19,46%,
1325400,2020,$55.13,17%,
1325420,2020,$15.99,,
1325430,2021,$29.99,,
1325470,2020,$0.74,87%,
1325520,2020,$3.99,,
1325610,2020,,65%,
1325730,2020,$23.99,,
1325800,2020,$14.99,64%,
1325860,2021,,92%,
1325870,2020,$0.49,95%,
1325880,2020,,94%,
1325900,2021,$18.74,88%,
1325960,2020,$0.99,,
1325970,2021,$2.99,,
1326000,2020,$2.99,90%,
1326110,2021,$1.79,,
1326170,2020,,,
1326220,2020,,,
1326270,2022,$7.79,82%,
1326290,2021,$24.99,,
1326330,2020,$1.03,,
1326660,2020,$5.99,,
1326700,2020,,87%,
1326710,2020,,,
1326760,2021,$4.99,,
1326870,2020,$3.99,,
1326920,2020,$7.99,,
1327020,2020,$0.79,95%,
1327100,,$0.99,,
1327260,2020,$4.99,,
1327370,2020,$5.99,,
1327390,2020,,,
1327430,2022,$9.99,,
1327440,2021,$6.99,100%,
1327450,2020,$4.99,,
1327540,2020,$4.99,,
1327600,2020,$1.99,,
1327720,,$4.99,,
1327810,2020,$11.04,,
1327820,2020,$3.99,100%,
1328190,2021,,46%,
1328350,2022,$16.99,95%,
1328430,2020,$1.99,,
1328460,2020,$1.99,,
1328470,2020,$0.99,,
1328490,2021,,83%,
1328500,2020,$1.99,,
1328510,2021,$0.49,,
1328530,2020,$9.74,92%,
1328560,2020,$9.99,,
1328570,2020,$0.99,92%,
1328620,2020,$1.49,,
1328660,2020,$5.99,79%,75%
